timestamp,disk_read_bytes,disk_write_bytes,net_read_bytes,net_write_bytes,cpu_utilization,mem_utilization
2025-02-15 20:20:47.604,57344,0,0,0,3.8,34.3
2025-02-15 20:20:49.609,224591872,0,240,0,2.0,34.3
2025-02-15 20:20:51.615,71786496,0,120,0,1.7,34.3
2025-02-15 20:20:53.620,49942528,409600,342,498,1.5,34.3
2025-02-15 20:20:55.626,8179712,184320,2080,2224,1.5,34.3
2025-02-15 20:20:57.632,1273856,299008,3480,3808,1.5,34.3
2025-02-15 20:20:59.637,40960,274432,420,256,1.7,34.3
2025-02-15 20:21:01.642,40239104,114688,1656,1806,5.6,34.3
2025-02-15 20:21:03.647,12800000,368640,624,2408,1.9,34.3
2025-02-15 20:21:05.652,2134016,8192,840,8756,16.2,34.3
2025-02-15 20:21:07.657,1175552,192512,300,0,2.5,34.4
2025-02-15 20:21:09.662,5324800,434176,2499786,97074,1.7,34.4
2025-02-15 20:21:11.667,54366208,32768,115284,126102,2.7,34.5
2025-02-15 20:21:13.672,19660800,675840,103844,105800,3.3,34.5
2025-02-15 20:21:15.677,0,0,258,86,3.3,34.5
2025-02-15 20:21:17.682,413696,81920,2676,9644,3.3,34.5
2025-02-15 20:21:19.687,0,225280,780,2420,3.3,34.7
2025-02-15 20:21:21.692,0,0,240,0,3.3,35.1
2025-02-15 20:21:23.697,0,229376,240,0,3.3,35.6
2025-02-15 20:21:25.702,0,0,638,0,3.2,36.0
2025-02-15 20:21:27.707,0,65536,120,0,3.3,36.4
2025-02-15 20:21:29.712,4096,167936,240,0,3.3,36.8
2025-02-15 20:21:31.717,0,0,240,0,3.2,37.2
2025-02-15 20:21:33.723,0,274432,613,0,3.3,37.7
2025-02-15 20:21:35.729,0,0,240,0,3.3,38.1
2025-02-15 20:21:37.735,0,69632,360,0,3.3,38.5
2025-02-15 20:21:39.740,0,184320,292,0,3.2,38.7
2025-02-15 20:21:41.745,0,0,180,0,3.3,38.7
2025-02-15 20:21:43.750,0,73728,420,0,3.3,35.7
2025-02-15 20:21:45.757,565248,200704,456,1484,19.0,34.9
2025-02-15 20:21:47.762,0,102400,60,0,20.7,35.5
2025-02-15 20:21:49.768,0,237568,120,0,20.1,36.2
2025-02-15 20:21:51.777,4096,0,120,60,19.5,36.7
2025-02-15 20:21:53.783,0,73728,120,0,21.1,37.3
2025-02-15 20:21:55.791,0,192512,240,0,20.2,37.9
2025-02-15 20:21:57.797,0,0,240,0,20.1,38.5
2025-02-15 20:21:59.803,0,290816,240,0,22.5,39.0
2025-02-15 20:22:01.809,0,0,240,0,22.6,39.7
2025-02-15 20:22:03.814,0,73728,180,0,17.8,40.3
2025-02-15 20:22:05.824,0,176128,180,0,19.3,40.8
2025-02-15 20:22:07.830,0,0,472,0,20.2,41.5
2025-02-15 20:22:09.837,4096,266240,240,0,18.8,42.1
2025-02-15 20:22:11.844,0,0,180,0,18.7,42.6
2025-02-15 20:22:13.849,0,90112,558,742,19.4,43.4
2025-02-15 20:22:15.855,417792,196608,654,998,15.9,44.0
2025-02-15 20:22:17.861,0,0,420,0,11.8,44.6
2025-02-15 20:22:19.866,0,274432,480,60,15.8,45.3
2025-02-15 20:22:21.872,0,0,420,0,16.0,45.8
2025-02-15 20:22:23.877,0,86016,540,0,10.8,46.4
2025-02-15 20:22:25.882,0,172032,240,0,15.4,47.0
2025-02-15 20:22:27.887,0,0,240,0,16.4,47.6
2025-02-15 20:22:29.892,0,258048,638,0,17.1,48.2
2025-02-15 20:22:31.897,0,0,300,0,17.1,48.6
2025-02-15 20:22:33.902,0,73728,240,0,17.6,49.2
2025-02-15 20:22:35.907,0,184320,180,0,15.3,49.7
2025-02-15 20:22:37.918,0,0,472,0,13.3,50.2
2025-02-15 20:22:39.924,0,86016,120,0,16.1,50.6
2025-02-15 20:22:41.931,4096,196608,240,0,14.4,51.1
2025-02-15 20:22:43.938,0,73728,240,0,16.7,51.7
2025-02-15 20:22:45.943,0,176128,180,0,17.3,52.2
2025-02-15 20:22:47.948,0,0,120,0,16.1,52.8
2025-02-15 20:22:49.953,0,73728,120,0,16.8,53.2
2025-02-15 20:22:51.959,0,188416,180,0,17.3,53.8
2025-02-15 20:22:53.965,0,167936,120,0,17.3,54.3
2025-02-15 20:22:55.980,0,163840,480,0,18.2,54.7
2025-02-15 20:22:57.995,0,0,750,1210,59.2,58.2
2025-02-15 20:23:00.001,0,77824,240,0,3.2,59.0
2025-02-15 20:23:02.006,0,167936,300,0,3.2,59.8
2025-02-15 20:23:04.011,0,135168,420,60,3.2,60.5
2025-02-15 20:23:06.017,0,200704,726,0,3.2,61.2
2025-02-15 20:23:08.023,0,0,232,0,3.2,62.0
2025-02-15 20:23:10.029,0,90112,300,0,1.1,62.4
2025-02-15 20:23:12.035,0,172032,180,0,1.2,62.4
2025-02-15 20:23:14.040,0,135168,120,0,3.6,59.5
2025-02-15 20:23:16.046,0,151552,300,0,3.3,58.3
2025-02-15 20:23:18.051,0,0,180,0,3.3,58.3
2025-02-15 20:23:20.056,0,65536,2670,20072,3.3,58.3
2025-02-15 20:23:22.062,0,196608,360,0,3.2,58.3
2025-02-15 20:23:24.070,7086080,176128,35250,38644,3.3,58.3
2025-02-15 20:23:26.075,13627392,0,432,324,2.8,58.4
2025-02-15 20:23:28.081,56262656,196608,702,1902,3.3,58.4
2025-02-15 20:23:30.086,0,266240,240,0,3.2,58.3
2025-02-15 20:23:32.091,0,176128,458,0,3.2,58.3
2025-02-15 20:23:34.096,16080896,323584,1158,3546,3.3,58.3
2025-02-15 20:23:36.101,0,0,180,0,3.2,58.3
2025-02-15 20:23:38.106,0,192512,568,256,3.3,58.3
2025-02-15 20:23:40.111,0,90112,120,0,3.3,58.3
2025-02-15 20:23:42.116,0,180224,360,60,3.3,58.3
2025-02-15 20:23:44.121,0,65536,240,0,3.3,58.3
2025-02-15 20:23:46.126,0,0,60,0,3.2,58.3
2025-02-15 20:23:48.131,0,188416,180,0,3.3,58.3
2025-02-15 20:23:50.137,0,90112,120,0,3.3,58.3
2025-02-15 20:23:52.142,0,180224,120,0,3.3,58.3
2025-02-15 20:23:54.147,0,65536,240,0,3.2,58.3
2025-02-15 20:23:56.152,0,0,240,0,3.3,58.3
2025-02-15 20:23:58.158,0,176128,480,0,3.3,58.3
2025-02-15 20:24:00.163,0,77824,180,0,3.3,58.3
2025-02-15 20:24:02.168,0,180224,300,0,3.3,58.3
2025-02-15 20:24:04.173,0,81920,360,0,3.2,58.3
2025-02-15 20:24:06.178,0,0,240,0,3.2,58.3
2025-02-15 20:24:08.184,0,172032,292,0,3.2,58.3
2025-02-15 20:24:10.193,0,147456,603,0,37.2,58.6
2025-02-15 20:24:12.204,6762496,0,17824,20292,72.9,60.5
