timestamp,disk_read_bytes,disk_write_bytes,net_read_bytes,net_write_bytes,cpu_utilization,mem_utilization
2025-02-10 01:34:32.650,0,0,0,0,5.3,1.5
2025-02-10 01:34:34.656,225165312,0,120,0,1.8,1.5
2025-02-10 01:34:36.662,71348224,0,698,0,1.8,1.5
2025-02-10 01:34:38.668,52740096,393216,546,242,1.5,1.6
2025-02-10 01:34:40.674,5443584,167936,2192,2320,1.5,1.5
2025-02-10 01:34:42.680,2121728,286720,3832,4540,1.5,1.5
2025-02-10 01:34:44.685,4096,184320,644,1004,1.7,1.5
2025-02-10 01:34:46.691,47308800,114688,1656,1806,5.7,1.6
2025-02-10 01:34:48.697,5505024,405504,240,0,1.9,1.6
2025-02-10 01:34:50.703,2093056,8192,734,256,3.3,1.6
2025-02-10 01:34:52.707,1179648,552960,180,0,3.1,1.6
2025-02-10 01:34:54.712,17551360,61440,2499690,52184,2.0,1.7
2025-02-10 01:34:56.717,52383744,32768,203866,203746,2.9,1.8
2025-02-10 01:34:58.722,10444800,684032,620,208,3.3,1.8
2025-02-10 01:35:00.728,0,0,240,0,3.2,1.8
2025-02-10 01:35:02.733,1093632,102400,318,86,3.2,1.8
2025-02-10 01:35:04.739,0,212992,720,0,3.3,2.4
2025-02-10 01:35:06.745,0,0,300,0,3.4,3.0
2025-02-10 01:35:08.751,0,462848,360,0,3.3,3.7
2025-02-10 01:35:10.757,0,0,540,0,3.3,4.3
2025-02-10 01:35:12.762,0,61440,120,0,3.3,5.0
2025-02-10 01:35:14.768,0,184320,783,0,3.3,5.6
2025-02-10 01:35:16.773,0,0,540,0,3.3,6.3
2025-02-10 01:35:18.779,0,262144,240,0,3.3,6.9
2025-02-10 01:35:20.784,0,0,300,0,3.3,7.6
2025-02-10 01:35:22.789,0,61440,240,0,3.2,8.1
2025-02-10 01:35:24.795,0,176128,120,0,3.3,8.1
2025-02-10 01:35:26.801,0,0,180,0,3.2,4.8
2025-02-10 01:35:28.807,565248,282624,352,0,11.3,2.5
2025-02-10 01:35:30.813,0,0,543,0,11.3,3.4
2025-02-10 01:35:32.819,0,86016,120,0,11.6,4.4
2025-02-10 01:35:34.825,0,200704,60,0,11.4,5.4
2025-02-10 01:35:36.830,0,0,300,0,11.8,6.3
2025-02-10 01:35:38.834,0,253952,120,0,11.8,7.3
2025-02-10 01:35:40.841,0,0,518,0,12.0,8.3
2025-02-10 01:35:42.847,0,86016,480,0,12.2,9.3
2025-02-10 01:35:44.853,0,200704,120,0,11.8,10.2
2025-02-10 01:35:46.859,0,0,240,0,12.1,11.2
2025-02-10 01:35:48.864,0,94208,180,0,11.3,12.1
2025-02-10 01:35:50.868,0,208896,458,0,11.7,13.1
2025-02-10 01:35:52.874,0,0,180,0,11.8,14.0
2025-02-10 01:35:54.879,417792,286720,240,0,10.6,15.2
2025-02-10 01:35:56.885,0,0,180,0,8.8,16.2
2025-02-10 01:35:58.891,0,73728,958,0,9.0,17.0
2025-02-10 01:36:00.899,0,192512,324,299,8.6,17.8
2025-02-10 01:36:02.905,0,0,420,0,8.4,18.5
2025-02-10 01:36:04.912,0,262144,180,0,8.7,19.3
2025-02-10 01:36:06.918,135168,274432,27444,3681,9.1,20.1
