timestamp,disk_read_bytes,disk_write_bytes,net_read_bytes,net_write_bytes,cpu_utilization,mem_utilization
2025-02-09 22:11:12.420,49152,0,0,0,3.4,1.5
2025-02-09 22:11:14.426,224624640,0,180,0,1.9,1.5
2025-02-09 22:11:16.432,71864320,0,120,0,1.7,1.5
2025-02-09 22:11:18.437,48844800,307200,426,302,1.5,1.6
2025-02-09 22:11:20.442,10543104,167936,2604,2320,1.4,1.6
2025-02-09 22:11:22.448,3837952,520192,3608,3712,1.4,1.5
2025-02-09 22:11:24.453,0,0,300,196,1.7,1.6
2025-02-09 22:11:26.457,36663296,114688,1776,1806,5.6,1.6
2025-02-09 22:11:28.463,16142336,430080,504,2696,1.8,1.6
2025-02-09 22:11:30.468,2220032,8192,516,8562,9.8,1.6
2025-02-09 22:11:32.472,1171456,176128,240,0,2.7,1.6
2025-02-09 22:11:34.478,6586368,299008,2491314,88098,1.7,1.7
2025-02-09 22:11:36.483,62496768,32768,115720,127438,2.8,1.8
2025-02-09 22:11:38.488,12140544,745472,102156,102648,3.2,1.8
2025-02-09 22:11:40.493,466944,0,510,1194,3.2,1.8
2025-02-09 22:11:42.499,0,65536,120,0,3.1,1.8
2025-02-09 22:11:44.504,413696,196608,3811,12178,3.3,2.3
2025-02-09 22:11:46.509,0,0,180,0,3.3,2.9
2025-02-09 22:11:48.514,0,307200,60,0,3.3,3.6
2025-02-09 22:11:50.519,0,0,352,0,3.3,4.2
2025-02-09 22:11:52.524,0,65536,638,0,3.3,4.9
2025-02-09 22:11:54.530,0,204800,420,0,3.3,5.5
2025-02-09 22:11:56.535,0,0,180,0,3.3,6.2
2025-02-09 22:11:58.540,0,290816,180,0,3.2,6.2
2025-02-09 22:12:00.545,0,0,300,0,5.3,1.9
2025-02-09 22:12:02.551,565248,65536,852,1968,13.2,2.9
2025-02-09 22:12:04.557,106496,184320,266,86,12.6,3.9
2025-02-09 22:12:06.563,0,0,240,60,13.3,4.9
2025-02-09 22:12:08.569,0,307200,180,0,12.3,5.8
2025-02-09 22:12:10.575,0,0,684,86,13.2,6.8
2025-02-09 22:12:12.581,0,86016,120,0,12.7,7.7
2025-02-09 22:12:14.588,0,176128,240,0,13.7,8.7
2025-02-09 22:12:16.593,0,0,240,0,12.5,9.7
2025-02-09 22:12:18.598,0,118784,180,0,13.2,10.7
2025-02-09 22:12:20.604,417792,204800,748,1484,8.4,11.7
2025-02-09 22:12:22.611,131072,86016,698,714,9.4,12.6
2025-02-09 22:12:24.617,0,172032,1944,2002,9.0,13.4
2025-02-09 22:12:26.625,0,0,828,534,9.4,14.2
2025-02-09 22:12:28.631,569344,135168,1873,3384,8.8,15.0
2025-02-09 22:12:30.637,0,172032,1290,2008,8.1,15.9
2025-02-09 22:12:32.644,0,65536,4142,3428,8.6,16.8
2025-02-09 22:12:34.650,0,188416,1696,1166,9.0,17.6
2025-02-09 22:12:36.656,0,0,908,1700,8.8,18.3
2025-02-09 22:12:38.662,0,139264,564,664,8.9,19.1
2025-02-09 22:12:40.667,0,176128,444,708,9.1,19.9
2025-02-09 22:12:42.673,0,69632,324,664,9.3,20.7
2025-02-09 22:12:44.678,0,184320,444,664,8.6,21.6
2025-02-09 22:12:46.683,0,0,384,664,8.7,22.4
2025-02-09 22:12:48.687,0,139264,384,648,8.7,23.2
2025-02-09 22:12:50.693,0,176128,796,664,8.3,24.0
2025-02-09 22:12:52.699,0,73728,624,680,13.3,28.4
2025-02-09 22:12:54.704,0,192512,624,664,3.2,29.6
2025-02-09 22:12:56.710,0,0,1022,664,3.3,30.8
2025-02-09 22:12:58.715,0,135168,504,648,3.2,32.0
2025-02-09 22:13:00.721,0,188416,504,664,3.2,33.2
2025-02-09 22:13:02.725,0,77824,564,664,3.2,34.3
2025-02-09 22:13:04.731,0,0,510,778,0.8,34.4
2025-02-09 22:13:06.741,0,159744,696,908,19.6,31.5
2025-02-09 22:13:08.746,0,126976,444,664,3.3,30.1
2025-02-09 22:13:10.752,0,167936,687,632,3.3,30.1
2025-02-09 22:13:12.757,0,69632,504,632,4.6,30.1
2025-02-09 22:13:14.762,9629696,0,33712,33856,3.1,30.2
2025-02-09 22:13:16.768,68317184,208896,564,648,3.3,30.3
2025-02-09 22:13:18.773,0,577536,504,648,3.2,30.3
2025-02-09 22:13:20.778,3833856,196608,676,648,3.2,30.3
2025-02-09 22:13:22.783,11935744,73728,444,648,3.3,30.3
2025-02-09 22:13:24.788,0,0,384,648,3.3,30.3
2025-02-09 22:13:26.794,0,188416,504,648,3.3,30.3
2025-02-09 22:13:28.798,0,163840,444,648,3.3,30.3
2025-02-09 22:13:30.804,0,180224,384,632,3.3,30.3
2025-02-09 22:13:32.810,0,69632,504,632,3.3,30.2
2025-02-09 22:13:34.815,0,0,444,648,3.2,30.2
2025-02-09 22:13:36.820,4096,180224,681,486,3.3,30.2
2025-02-09 22:13:38.826,0,122880,624,648,3.3,30.2
2025-02-09 22:13:40.831,0,204800,690,778,3.3,30.2
2025-02-09 22:13:42.836,0,90112,444,648,3.3,30.2
2025-02-09 22:13:44.842,0,0,564,648,3.3,30.2
2025-02-09 22:13:46.849,6840320,172032,17200,17404,42.5,32.5
2025-02-09 22:13:48.856,0,139264,564,664,42.2,35.6
2025-02-09 22:13:50.863,0,0,856,680,42.0,38.5
2025-02-09 22:13:52.871,0,299008,504,680,42.4,41.5
2025-02-09 22:13:54.878,0,0,630,810,42.0,44.5
2025-02-09 22:13:56.884,0,167936,1200,936,42.4,47.5
2025-02-09 22:13:58.903,0,147456,974,940,42.3,50.1
2025-02-09 22:14:00.916,0,0,816,988,43.3,51.4
2025-02-09 22:14:02.935,0,258048,516,1032,42.2,52.6
2025-02-09 22:14:04.951,0,0,870,890,45.7,53.8
2025-02-09 22:14:06.971,0,167936,450,826,42.2,54.9
2025-02-09 22:14:08.979,0,159744,516,940,39.6,56.2
2025-02-09 22:14:10.986,0,0,696,956,6.5,56.7
2025-02-09 22:14:12.992,978944,233472,825,1118,3.2,56.7
2025-02-09 22:14:14.998,0,0,756,956,3.2,56.7
2025-02-09 22:14:17.004,0,208896,708,1264,3.2,56.6
2025-02-09 22:14:19.009,0,176128,516,956,3.2,56.6
2025-02-09 22:14:21.014,0,0,1048,956,3.3,56.6
2025-02-09 22:14:23.020,0,258048,642,1102,3.3,56.6
2025-02-09 22:14:25.025,0,0,636,972,3.3,56.6
2025-02-09 22:14:27.030,0,184320,510,842,3.2,56.6
2025-02-09 22:14:29.035,0,135168,828,1232,3.3,56.6
2025-02-09 22:14:31.041,0,0,702,1086,3.2,56.6
2025-02-09 22:14:33.047,4096,278528,690,810,3.3,56.6
2025-02-09 22:14:35.053,0,0,768,1232,3.3,56.6
2025-02-09 22:14:37.063,0,188416,696,956,27.2,56.6
2025-02-09 22:14:39.070,0,139264,750,842,26.6,56.7
2025-02-09 22:14:41.077,0,0,744,712,27.2,56.7
2025-02-09 22:14:43.086,0,278528,624,696,33.1,56.7
2025-02-09 22:14:45.112,163840,0,504,712,34.7,56.7
2025-02-09 22:14:47.171,0,0,564,680,36.9,56.7
2025-02-09 22:14:49.199,0,286720,444,696,34.6,56.7
2025-02-09 22:14:51.206,1048576,0,802,906,3.3,56.7
2025-02-09 22:14:53.211,0,253952,828,1216,3.3,56.6
2025-02-09 22:14:55.216,0,0,822,1102,3.2,56.6
2025-02-09 22:14:57.222,0,0,576,972,3.3,56.6
2025-02-09 22:14:59.228,0,356352,510,826,3.3,56.6
2025-02-09 22:15:01.234,0,0,753,810,3.2,56.6
2025-02-09 22:15:03.240,1417216,249856,1154,940,3.3,56.6
2025-02-09 22:15:05.246,0,0,1302,1086,3.3,56.6
2025-02-09 22:15:07.254,0,0,570,826,3.3,56.6
2025-02-09 22:15:09.262,0,475136,384,696,3.3,56.6
